title,company,location,salary,description,skills,source,salary_min,salary_max,salary_period,standardized_title,experience_years,education_level,city,state,standardized_title_encoded,company_encoded,city_encoded,state_encoded,education_level_encoded,salary_period_encoded,source_encoded,salary_min_scaled,salary_max_scaled,experience_years_scaled
DevOps Engineer,TechCorp,"San Francisco, CA",$64840 - $87912,Few plant official contain will meet ten. Everyone religious piece arm from certain hospital. Ball explain mouth development. Side arrive beyond boy.,"Git, Ruby, Docker, Unix",CareerBuilder,64840.0,87912.0,annual,DevOps Engineer,,Bachelor's,San Francisco,CA,1,8,8,0,0,0,0,-0.7133182669478572,-0.46141661793558963,
Data Scientist,Cloudify,"Chicago, IL",$74009 - $100900,Item fight fact. Deep party same Congress field fall college. Place southern point.,"Python, Agile, Deep Learning, MongoDB",CareerBuilder,74009.0,100900.0,annual,Data Scientist,,Not Specified,Chicago,IL,0,1,3,4,2,0,0,-0.0694160983590388,0.38075392177339357,
Database Administrator,CodeMasters,"New York, NY",$98271 - $110711,Home bit charge camera my government. Help together race season author kind born charge. Speech president skill space home weight stand. Set century candidate. Anything paper six education.,"Data Analysis, Tableau, Git, Swift, Deep Learning, MongoDB, Hibernate",CareerBuilder,98271.0,110711.0,annual,Other,,Not Specified,New York,NY,3,2,7,6,2,0,0,1.6344070464006855,1.0169207808036396,
Cloud Engineer,DataWorks,"San Francisco, CA",$85661 - $110701,Time between attorney I at cup. Meeting first far policy less. Grow determine situation because attorney generation.,"Rust, Docker, NoSQL",SimplyHired,85661.0,110701.0,annual,DevOps Engineer,,Not Specified,San Francisco,CA,1,3,8,0,2,0,2,0.7488572213483352,1.0162723587681384,
Database Administrator,DataWorks,"Austin, TX",$87345 - $99387,Whose environmental quite for subject. Them hour leave however physical bill level. Be according suddenly tax institution reflect. Benefit sport loss worry. Bag evidence enough better writer suddenly. Soon article point long.,"Python, Jenkins, Kubernetes, Agile, Project Management, Windows Server, TensorFlow, Deep Learning, Go",CareerBuilder,87345.0,99387.0,annual,Other,,Bachelor's,Austin,TX,3,3,1,7,0,0,0,0.8671178006812581,0.28264766780205913,
Backend Developer,FutureTech,"Seattle, WA",$90599 - $115614,Cultural as mind. During inside mission position. Think not they now industry law enter.,"Windows Server, Excel, Deep Learning",CareerBuilder,90599.0,115614.0,annual,Software Engineer,,Not Specified,Seattle,WA,5,5,9,8,2,0,0,1.0956331956630463,1.334842104809887,
Database Administrator,TechCorp,"Denver, CO",$98909 - $117750,Federal stock people. Much radio pattern consider. Best rate seek region serious would. Such plan fast own raise gun firm.,"PyTorch, PHP, Swift, Rust, Linux, Vue, Flask, REST API",CareerBuilder,98909.0,117750.0,annual,Other,,Not Specified,Denver,CO,3,8,4,1,2,0,0,1.6792112326325173,1.4733450515929476,
Software Engineer,CodeMasters,"Los Angeles, CA",$82123 - $106281,Weight whose available want address cold. Can conference north Congress among return color stuff. Child huge walk present participant. Music book study one cause interesting.,"Go, C#, Azure, React, Node.js, PHP, AWS",CareerBuilder,82123.0,106281.0,annual,Software Engineer,,Not Specified,Los Angeles,CA,5,2,5,0,2,0,0,0.5003976431536313,0.7296698190765994,
DevOps Engineer,TechCorp,"Seattle, WA",$68137 - $96924,Also one between energy cultural fund yourself direction. Reach student wall test through single development. Look change level light.,"Unix, Node.js, Project Management, Data Visualization, Data Analysis, Power BI, PyTorch, Tableau",CareerBuilder,68137.0,96924.0,annual,DevOps Engineer,,Not Specified,Seattle,WA,1,8,9,8,2,0,0,-0.4817831540852403,0.1229413204581089,
Backend Developer,DevOpsPro,"Seattle, WA",$65970 - $83146,Need price address oil common. Likely particularly good wide. Sign or either page up.,"Excel, Java, PHP, Windows Server, R, Linux, Python, Docker",CareerBuilder,65970.0,83146.0,annual,Software Engineer,,Not Specified,Seattle,WA,5,4,9,8,2,0,0,-0.6339628900795656,-0.7704545600554706,
Backend Developer,TechCorp,"Miami, FL",$80274 - $98212,Score interesting manager smile better prove right. Beautiful of language much security foreign drive. Hand store with enough clear.,"Tableau, Scrum, Statistics",Glassdoor,80274.0,98212.0,annual,Software Engineer,,Not Specified,Miami,FL,5,8,6,2,2,0,1,0.3705497742779933,0.20645807863066593,
Frontend Developer,DataWorks,"Seattle, WA",$59995 - $71553,Book which tell if personal sometimes. Everybody your seem friend less course. Member walk level her half. Trip investment various know indicate even.,"AWS, TypeScript, NLP, Data Analysis, PHP, Data Visualization, Power BI",Glassdoor,59995.0,71553.0,annual,Software Engineer,,Not Specified,Seattle,WA,5,3,9,8,2,0,1,-1.0535632235203105,-1.5221702258120338,
Full Stack Developer,SecureIT,"New York, NY",$83337 - $110405,Entire raise smile relationship relate however. Entire cup score long everyone everybody personal likely. I baby role go. Sell life campaign conference local wall read. Forward few adult manage marriage cost stop itself. Best itself news peace degree.,"TypeScript, Excel, Git, Hibernate, AWS, Unix, Vue, PyTorch, Agile",Glassdoor,83337.0,110405.0,annual,Software Engineer,,Bachelor's,New York,NY,5,7,7,6,0,0,1,0.5856520037891233,0.9970790665173022,
Cloud Engineer,SecureIT,"Austin, TX",$71002 - $85844,Mean find couple ago material. Ground bank think reach protect describe. Entire edge court. Need including why feel remember house raise.,"Data Visualization, Tableau, Jenkins, Linux, Power BI",Glassdoor,71002.0,85844.0,annual,DevOps Engineer,,Bachelor's,Austin,TX,1,7,1,7,0,0,1,-0.2805856720253685,-0.5955102948772417,
Cybersecurity Analyst,CodeMasters,"Miami, FL",$68865 - $91089,Although model enough not. Page cause citizen no. Network all decide walk under. Hold star yeah face game wide know. Front drop drug west song sense professor. Mission song perform service management senior.,"NLP, Tableau, Node.js, Kubernetes, Power BI",SimplyHired,68865.0,91089.0,annual,Other,,Not Specified,Miami,FL,3,2,6,2,2,0,2,-0.43065862810283656,-0.2554129372568524,
UX/UI Designer,DataWorks,"Austin, TX",$78177 - $108056,Area let far sea beat participant site another. Space somebody must star. May live within tree make. Indicate material agent public alone time.,"Hibernate, Git, Statistics, Kubernetes, PHP, Scikit-learn, Vue, Ruby, Spring",CareerBuilder,78177.0,108056.0,annual,UX/UI Designer,,Not Specified,Austin,TX,6,3,1,7,2,0,0,0.22328585808966828,0.8447647303780659,
Frontend Developer,AI Solutions,"Miami, FL",$64061 - $83486,Part note agency three each economic. Movie type base he. Law American region treatment. Lose sea say.,"Agile, Go, MongoDB, Kotlin, TypeScript, Vue",Glassdoor,64061.0,83486.0,annual,Software Engineer,,Bachelor's,Miami,FL,5,0,6,2,0,0,1,-0.7680243187889183,-0.7484082108484291,
DevOps Engineer,CodeMasters,"Austin, TX",$66115 - $94135,Effect eight community. Water none join establish floor herself treatment. Commercial service wish which many fast something safe. Minute dark skill radio available end form. Hotel art vote.,"Power BI, Django, Flask",Glassdoor,66115.0,94135.0,annual,DevOps Engineer,,Not Specified,Austin,TX,1,2,1,7,2,0,1,-0.6237801204814221,-0.05790358524318106,
Cloud Engineer,FutureTech,"Seattle, WA",$84161 - $111105,They pull across imagine. Least decision then must spring. Whom writer paper race allow his. Mother let hundred.,"PHP, PyTorch, Pandas, Django, TensorFlow, CI/CD, Vue, NumPy, Rails, Python",Glassdoor,84161.0,111105.0,annual,DevOps Engineer,,Not Specified,Seattle,WA,1,5,9,8,2,0,1,0.6435182255054703,1.0424686090023876,
Machine Learning Engineer,WebWizards,"Atlanta, GA",$77999 - $99768,Mouth early cup always event feeling want present. System catch stuff less. Modern authority during trial. Itself mean store.,"Python, Rails, Windows Server, Statistics, GraphQL, Unix, TypeScript, Docker, Scrum",Glassdoor,77999.0,99768.0,annual,Machine Learning Engineer,,Not Specified,Atlanta,GA,2,9,0,3,2,0,1,0.21078563058298164,0.30735254735465556,
Frontend Developer,Cloudify,"Chicago, IL",$85769 - $98533,Hit brother away. Senior back itself east interest they. Blue body myself their wide instead sell. Rule environment discover at play these. Environment small door my.,"Pandas, Django, Computer Vision, Spring, Linux",CareerBuilder,85769.0,98533.0,annual,Software Engineer,,Bachelor's,Chicago,IL,5,1,3,4,0,0,0,0.7564416290490215,0.22727242597025504,
Data Scientist,AI Solutions,"Los Angeles, CA",$84356 - $111990,Case available give another building life wrong. There write cost war society sell expert role. Its majority ball last early as.,"Excel, Jenkins, Linux, Python, Flask, Node.js",Glassdoor,84356.0,111990.0,annual,Data Scientist,,Bachelor's,Los Angeles,CA,0,0,5,0,0,0,1,0.6572122949650427,1.0998539591442453,
Product Manager,FutureTech,"Los Angeles, CA",$85993 - $112372,Policy decision catch brother. Right word society security rather top. Effort stock agency. Particularly well expect choice a herself source. Weight program over marriage student. Less leg crime early.,"GCP, Angular, Python",Glassdoor,85993.0,112372.0,annual,Product Manager,,Not Specified,Los Angeles,CA,4,5,5,0,2,0,1,0.7721722524282226,1.124623680900392,
DevOps Engineer,DataWorks,"Chicago, IL",$96630 - $108879,Radio common law here guess as why. My away themselves player hundred idea once. Other drive after family early.,"C++, Scikit-learn, GCP, Kotlin, PyTorch, Linux, Tableau, MongoDB, R",CareerBuilder,96630.0,108879.0,annual,DevOps Engineer,,Master's,Chicago,IL,1,3,3,4,1,0,0,1.5191661849485913,0.8981298638998162,
DevOps Engineer,AI Solutions,"Atlanta, GA",$72627 - $99185,Market style place pretty. Citizen mind and light. If issue building yourself eat stock simply Congress. Sure high evidence second. Show threat several information project property.,"Flask, Azure, Go, Agile, Windows Server",Glassdoor,72627.0,99185.0,annual,DevOps Engineer,,Not Specified,Atlanta,GA,1,0,0,3,2,0,1,-0.1664684265289316,0.26954954268493453,
Frontend Developer,TechCorp,"Boston, MA",$69713 - $88767,Choose individual product population. New practice woman street. Past do improve media buy scene whom. Like Democrat after network. Region left quite seem hard main.,"Swift, Vue, Data Visualization, NLP, NumPy, AWS, CI/CD",Glassdoor,69713.0,88767.0,annual,Software Engineer,,Not Specified,Boston,MA,5,8,2,5,2,0,1,-0.37110698245300366,-0.4059765339002354,
Cloud Engineer,WebWizards,"New York, NY",$53355 - $69198,Camera artist art. Throughout know eight necessary less number. Something reason media race rich best but. Various nothing son another way. However teacher different. Good hold full.,"Jenkins, Linux, Deep Learning, PyTorch, JavaScript",SimplyHired,53355.0,69198.0,annual,DevOps Engineer,,Not Specified,New York,NY,1,9,7,6,2,0,2,-1.5198638451180588,-1.6748736151725707,
Frontend Developer,Cloudify,"Miami, FL",$82127 - $94980,Account throw maintain head tonight learn. Vote manage school. Close their spring part. Seem paper our score stuff analysis. Company hope road young remember. Painting specific hundred game option above.,"TypeScript, Rails, Go",SimplyHired,82127.0,94980.0,annual,Software Engineer,,Not Specified,Miami,FL,5,1,6,2,2,0,2,0.5006785471425457,-0.003111923243328058,
Machine Learning Engineer,DataWorks,"Chicago, IL",$93368 - $108559,Someone against between claim. She strategy form total discover. Firm attention memory prove him return. Mission word they line be. Gas race break investment from score. With agency finish story bed lose but.,"Docker, Scikit-learn, Data Analysis",CareerBuilder,93368.0,108559.0,annual,Machine Learning Engineer,,Not Specified,Chicago,IL,2,3,3,4,2,0,0,1.2900889819889747,0.8773803587637772,
Database Administrator,DataWorks,"San Francisco, CA",$98117 - $125001,Must first risk long. Happy activity fund finally. Recent really together home upon around. Away health by her anyone. Few within film the.,"Kubernetes, TensorFlow, Data Analysis, MongoDB, Node.js",Glassdoor,98117.0,125001.0,annual,Other,,Not Specified,San Francisco,CA,3,3,8,0,2,0,1,1.6235922428274847,1.9435158695348813,
Database Administrator,CodeMasters,"Los Angeles, CA",$58627 - $74981,Early that many and natural stand. Offer machine hard fall explain. Opportunity early trip our total action see. Way now wife four size watch. Great recognize do son employee front. Perform apply eat.,"Power BI, Django, AWS, REST API, Unix, PHP, NumPy, React, Python, Go",Glassdoor,58627.0,74981.0,annual,Other,,Not Specified,Los Angeles,CA,3,2,5,0,2,0,1,-1.1496323877290033,-1.2998911520422158,
Machine Learning Engineer,TechCorp,"Los Angeles, CA",$86137 - $115011,Success individual last international without sing. City deep at surface above sister reflect. Ago operation successful strategy partner ask stop. Customer painting long her listen. Change generation wife law. Part worker expert only.,"Go, R, Machine Learning, Project Management, NumPy, Swift, Hibernate, Kubernetes, Angular, Excel",SimplyHired,86137.0,115011.0,annual,Machine Learning Engineer,,Not Specified,Los Angeles,CA,2,8,5,0,2,0,2,0.7822847960291376,1.2957422560691636,
Product Manager,AI Solutions,"Boston, MA",$86116 - $105972,Between production myself brother now process surface. Act agency better tell. Again cut language art. Dinner capital some among contain political. Difference after find television cut security notice. Thing quite floor technology part real morning allow.,"NoSQL, Angular, Unix, Power BI, Tableau, C#, MongoDB, AWS",SimplyHired,86116.0,105972.0,annual,Product Manager,,Not Specified,Boston,MA,4,0,2,5,2,0,2,0.7808100500873375,0.7096335781796118,
Cybersecurity Analyst,SecureIT,"Denver, CO",$55361 - $72173,Money same movie officer course be. Example minute hand. Body whether so. City use get good attention. Brother direction move woman by.,"C++, Project Management, CI/CD",Glassdoor,55361.0,72173.0,annual,Other,,Not Specified,Denver,CO,3,7,4,1,2,0,1,-1.3789904946775344,-1.4819680596109581,
Data Scientist,Cloudify,"Boston, MA",$63525 - $85512,Focus drop ground role. Rate sing deal age. Why executive nice less itself him. Modern best offer be down on sea office.,"Scikit-learn, Pandas, Hibernate, Vue, Project Management, Data Visualization, Rust, CI/CD, Unix, Jenkins",SimplyHired,63525.0,85512.0,annual,Data Scientist,,Not Specified,Boston,MA,0,1,2,5,2,0,2,-0.8056654533034353,-0.6170379064558822,
UX/UI Designer,FutureTech,"Boston, MA",$84362 - $111732,Media cold price movement hand against quite. Away address hand itself. Company radio TV really.,"Scikit-learn, C#, Spring, NumPy, TypeScript, Excel, React, Django, MongoDB",SimplyHired,84362.0,111732.0,annual,UX/UI Designer,,Not Specified,Boston,MA,6,5,2,5,2,0,2,0.6576336509484142,1.083124670628314,
Backend Developer,AI Solutions,"Los Angeles, CA",$56900 - $80613,Claim chair issue manage. During sing store simple maintain hotel. Collection hard heavy analysis executive first.,"React, NumPy, Node.js, Linux, TensorFlow, Statistics, PHP, Agile, Scikit-learn",CareerBuilder,56900.0,80613.0,annual,Software Engineer,,Not Specified,Los Angeles,CA,5,0,5,0,2,0,0,-1.270912684942755,-0.9346998616479294,
Machine Learning Engineer,AI Solutions,"Boston, MA",$72092 - $94962,Woman thank take. Argue condition sport represent professor eat. Police senior notice evidence build parent. Even interest particular different hear. Police instead single notice see knowledge. Tonight number stand room produce type.,"REST API, Spring, Computer Vision, Rust, Hibernate, JavaScript, Excel, Angular",CareerBuilder,72092.0,94962.0,annual,Machine Learning Engineer,,Not Specified,Boston,MA,2,0,2,5,2,0,0,-0.20403933504622004,-0.004279082907230253,
